match	teamNumber	role	coralPickup	algaePickup	algaeKnocking	underShallowCage	teleopPoints	autoPoints	driverAbility	feeds	defends	coralPickups	algaePickups	coralDrops	algaeDrops	coralL1	coralL2	coralL3	coralL4	processorScores	netScores	netFails	activeAuton	endgame	scouter	notes
Q16	386	OFFENSE	BOTH	GROUND	FALSE	FALSE	57	17	4	0	0	9	3	0	1	0	0	2	7	2	0	0	TRUE	DEEP
Q16	1557	FEEDER	STATION	REEF	TRUE	TRUE	12	0	2	0	1	1	4	1	2	0	0	0	0	2	0	0	FALSE	FAILED_DEEP		Grabs algae from both reefs; driver went into enemy cages and got a ton of penalty points
Q16	1557	FEEDER	NONE	REEF	TRUE	FALSE	6	3	3	0	0	1	3	1	1	0	0	0	0	1	0	0	TRUE	FAILED_DEEP
Q16	1744	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Kyle - the robot was disconnected for the whole match and kept reconnecting for like 1 second before disconnecting again.
Q16	1744	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q16	2797	OFFENSE	STATION	NONE	FALSE	FALSE	5	3	4	0	0	6	0	4	0	0	1	0	0	0	0	0	TRUE	PARKED		Xander Jones
Q16	2797	DEFENSE	STATION	NONE	FALSE	FALSE	7	0	2	0	1	5	0	3	0	1	1	0	0	0	0	0	FALSE	PARKED
Q16	8841	DEFENSE	STATION	NONE	FALSE	FALSE	5	3	4	0	0	2	0	0	0	0	0	0	1	0	0	0	TRUE	NOT_ATTEMPTED		Started scoring slowly and then went to go defend off against spam; did a great job at knocking them off from scoring. Unfortunately the damage was already done. Still great defense. - angel
Q17	2152	OFFENSE	STATION	NONE	FALSE	FALSE	9	0	3	0	0	4	0	1	0	0	3	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Okay scoring speed on coral; went for l2 for some reason and at the end I heard a snap from the elevator going half way up.. - angel
Q17	4013	FEEDER	STATION	REEF	TRUE	FALSE	2	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Really really struggled to pick up and score anything; big floppy arm
Q17	4562	OFFENSE	STATION	NONE	FALSE	FALSE	5	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	FALSE	PARKED		Xander Jones
Q17	7431	DEFENSE	NONE	NONE	FALSE	FALSE	2	0	2	0	4	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		James Sanders; good defense bot but driver got stuck many times.
Q17	8057	OFFENSE	STATION	NONE	FALSE	FALSE	2	3	3	0	0	2	0	0	0	1	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED
Q17	8057	OFFENSE	STATION	NONE	FALSE	FALSE	14	3	2	0	0	8	0	7	0	1	0	0	0	0	0	0	TRUE	DEEP		They tried to get L4 but could not get it. Deep climbed a bit early.
Q17	8324	OFFENSE	GROUND	NONE	TRUE	FALSE	39	3	4	0	0	9	0	0	0	0	0	1	7	0	0	0	TRUE	NOT_ATTEMPTED		Kyle- had a solid intake but scoring the coral was finicky. They also could smoothly remove the algae after scoring l4
Q18	21	OFFENSE	STATION	NONE	FALSE	FALSE	32	6	4	0	0	7	0	2	0	1	0	0	4	0	0	0	TRUE	DEEP		Put most of coral on L4; had a rocky start
Q18	21	OFFENSE	STATION	NONE	FALSE	FALSE	32	10	4	0	0	7	0	2	0	0	0	0	5	0	0	0	TRUE	DEEP
Q18	744	OFFENSE	STATION	NONE	FALSE	FALSE	17	0	2	0	0	7	0	3	0	0	0	3	1	0	0	0	FALSE	NOT_ATTEMPTED		Struggled to score coral for the entire match ; an auto that moved; overall subpar. - angel
Q18	1592	OFFENSE	STATION	BOTH	TRUE	FALSE	43	0	3	0	0	7	4	2	3	0	0	0	5	1	0	0	FALSE	DEEP		Hasini- scored coral consistently
Q18	5472	FEEDER	STATION	REEF	TRUE	FALSE	47	13	5	1	0	13	2	1	0	2	2	4	4	1	0	0	TRUE	PARKED		Very good scorer and very good auto; can also score algae. Smooth robot but tips sometimes.
Q18	8775	OFFENSE	STATION	NONE	TRUE	FALSE	4	3	4	0	0	1	0	0	0	1	0	0	0	0	0	0	TRUE	PARKED		Xander Jones
Q18	9300	DEFENSE	STATION	NONE	FALSE	FALSE	2	0	4	0	9	1	0	0	0	0	0	0	0	0	0	0	FALSE	PARKED		James Sanders; really good defense driver
Q19	86	FEEDER	STATION	REEF	TRUE	FALSE	28	17	3	1	0	10	1	4	0	1	0	1	4	0	0	0	TRUE	DEEP		Drops coral often; but a great auto and cycle time
Q19	179	OFFENSE	GROUND	REEF	TRUE	FALSE	65	10	5	0	0	16	2	2	2	2	1	4	7	0	0	0	TRUE	DEEP		Hasini- strong team overall and had good speed and consistency
Q19	179	OFFENSE	GROUND	REEF	TRUE	FALSE	58	10	5	0	0	15	2	0	2	6	0	0	9	0	0	0	TRUE	SHALLOW
Q19	1902	OFFENSE	BOTH	REEF	TRUE	FALSE	63	3	5	0	0	19	3	5	3	0	5	9	0	0	0	0	TRUE	DEEP		Extremely good performance scored tremendous amounts of coral at lightning fast speeds; cleared algae and to top it off climbed as expected from. Exploding bacon - Angel
Q19	10211	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Xander Jones
Q20	431	FEEDER	STATION	GROUND	FALSE	FALSE	30	0	3	0	0	1	5	1	0	0	0	0	0	5	0	0	FALSE	NOT_ATTEMPTED		Good algae scorer; but when there's no algae driver wanders
Q20	3627	OFFENSE	STATION	REEF	TRUE	FALSE	27	0	2	0	0	8	3	0	3	1	3	4	0	0	0	0	FALSE	NOT_ATTEMPTED		James Sanders; issues intaking coral.
Q20	4091	OFFENSE	STATION	NONE	FALSE	FALSE	14	0	3	0	0	5	0	0	0	1	0	3	0	0	0	0	FALSE	NOT_ATTEMPTED		Coral on L3; slow paced.
Q20	5816	OFFENSE	GROUND	NONE	FALSE	TRUE	7	0	2	0	0	4	0	3	0	0	0	0	1	0	0	0	FALSE	PARKED		Slow to get. fast to score. Fast to miss. - Angel
Q20	7403	OFFENSE	STATION	NONE	TRUE	FALSE	20	3	4	0	0	5	0	1	0	0	1	0	3	0	0	0	TRUE	PARKED		Xander Jones
Q20	10335	OFFENSE	STATION	NONE	FALSE	FALSE	4	0	2	0	0	8	0	7	0	1	0	0	0	0	0	0	FALSE	PARKED
Q20	10335	OFFENSE	STATION	NONE	FALSE	FALSE	8	3	2	0	0	11	0	8	0	3	0	0	0	0	0	0	TRUE	PARKED		Hasini- robot was kind of jerky and slow and was having a hard time collecting coral
Q21	79	OFFENSE	STATION	NONE	FALSE	FALSE	29	0	3	0	0	8	0	3	0	0	3	2	0	0	0	0	FALSE	DEEP		Coral placed in sections by level
Q21	79	OFFENSE	STATION	NONE	FALSE	FALSE	26	3	3	0	0	4	0	0	0	0	2	2	0	0	0	0	TRUE	DEEP
Q21	1523	OFFENSE	NONE	NONE	FALSE	FALSE	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Jack - Robot did not show up.
Q21	1557	FEEDER	NONE	REEF	TRUE	FALSE	12	0	2	0	0	1	4	1	2	0	0	0	0	2	0	0	FALSE	FAILED_DEEP		Popped a algae this match
Q21	5842	OFFENSE	STATION	NONE	FALSE	FALSE	47	17	5	0	0	13	1	1	1	0	1	3	8	0	0	0	TRUE	PARKED		James Sanders; fast cycle times.
Q21	8753	DEFENSE	NONE	NONE	FALSE	FALSE	6	0	4	0	5	1	0	0	0	0	0	0	0	0	0	0	FALSE	SHALLOW
Q21	8753	OFFENSE	NONE	NONE	FALSE	FALSE	0	0	3	0	3	1	0	1	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Hasini
Q21	10323	OFFENSE	NONE	GROUND	FALSE	FALSE	30	0	3	0	1	0	5	0	0	0	0	0	0	5	0	0	FALSE	FAILED_DEEP		May have cleared algae from reef but tablet was passed half way. Ignore coral and algae endgame info.
Q21	10323	FEEDER	NONE	GROUND	FALSE	TRUE	34	3	5	0	0	1	5	0	0	1	0	0	0	5	0	0	TRUE	PARKED		Really good at grabbing coral
Q22	2797	FEEDER	STATION	REEF	TRUE	FALSE	7	3	3	0	0	3	0	1	0	1	1	0	0	0	0	0	TRUE	PARKED		Mostly spent time feeding other Robot algae from reef
Q22	2797	DEFENSE	STATION	NONE	TRUE	FALSE	5	0	3	0	0	3	0	2	0	0	1	0	0	0	0	0	FALSE	PARKED		Knocked algae from reef so other robotics could get it.
Q22	3932	OFFENSE	STATION	NONE	FALSE	FALSE	28	17	3	0	0	10	0	2	0	1	0	1	6	0	0	0	TRUE	PARKED		Dropped a few too many but overall solid coral scorer. Favored L4 but could still consistently score on L3. (Allison)
Q22	8324	FEEDER	GROUND	NONE	FALSE	FALSE	27	0	3	0	0	7	0	2	0	0	0	0	5	0	0	0	FALSE	PARKED
Q22	8791	OFFENSE	STATION	NONE	FALSE	FALSE	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Was immobile.
Q22	9670	FEEDER	NONE	GROUND	FALSE	FALSE	56	0	4	0	0	1	9	1	0	0	0	0	0	9	0	0	FALSE	PARKED
Q22	9670	OFFENSE	NONE	GROUND	FALSE	FALSE	56	0	4	0	0	1	9	1	0	0	0	0	0	9	0	0	FALSE	PARKED		Hasini- moved in auto but wasn't able to score preloaded coral and only scores algae into processor
Q22	10650	OFFENSE	STATION	NONE	FALSE	FALSE	12	0	1	0	0	8	0	2	0	6	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		James Sanders; kept spinning and slamming into stuff.
Q23	386	OFFENSE	STATION	REEF	TRUE	FALSE	33	3	3	0	0	11	2	6	0	0	0	4	1	2	0	0	TRUE	FAILED_DEEP		Really struggled this match; dropped multiple coral
Q23	1744	OFFENSE	NONE	NONE	FALSE	FALSE	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Took a stroll around the field and then parked under badge several seconds early.
Q23	2152	DEFENSE	NONE	NONE	FALSE	TRUE	2	0	3	0	14	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Hasini- robot only did defense and did nothing in auto
Q23	2152	DEFENSE	NONE	NONE	FALSE	FALSE	2	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	FALSE	PARKED
Q23	2152	DEFENSE	NONE	NONE	FALSE	FALSE	2	0	3	0	16	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED
Q23	6322	OFFENSE	STATION	NONE	FALSE	FALSE	7	0	3	0	2	7	0	4	0	2	1	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Got blocked a lot; dropped some coral.
Q23	6322	OFFENSE	STATION	NONE	FALSE	FALSE	5	3	3	0	0	2	0	0	0	1	1	0	0	0	0	0	TRUE	NOT_ATTEMPTED
Q23	8817	IMMOBILE	STATION	BOTH	TRUE	FALSE	4	0	2	0	0	2	2	0	1	1	0	0	0	0	0	1	FALSE	PARKED		James Sanders; immobile for first minute and a half.
Q23	10402	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Didn't move
Q24	59	OFFENSE	GROUND	REEF	TRUE	FALSE	49	10	5	0	0	13	2	1	2	0	0	1	10	0	0	0	TRUE	NOT_ATTEMPTED		James Sanders; very wobbly
Q24	180	OFFENSE	GROUND	REEF	TRUE	FALSE	56	10	5	0	0	13	6	4	1	0	0	1	7	0	5	0	TRUE	PARKED		Hasini- strong team and had good speed; vert fast cycles; good consistency
Q24	180	OFFENSE	GROUND	REEF	TRUE	FALSE	50	10	5	0	0	11	6	3	1	0	0	0	7	0	5	0	TRUE	FAILED_DEEP
Q24	6473	OFFENSE	STATION	NONE	FALSE	FALSE	33	0	3	0	0	6	0	0	0	0	3	3	0	0	0	0	FALSE	DEEP		Tried to put coral in the robot many times
Q24	8057	DEFENSE	NONE	NONE	FALSE	FALSE	2	3	1	0	3	1	0	0	0	0	0	0	0	0	0	0	TRUE	PARKED		Kinda sat under the opposing team's feeder station and called it a day
Q25	233	OFFENSE	STATION	GROUND	TRUE	FALSE	58	10	5	0	0	12	2	1	0	0	1	4	6	2	0	0	TRUE	PARKED		Xander Jones
Q25	801	FEEDER	STATION	REEF	TRUE	FALSE	46	17	5	0	0	16	1	1	0	5	4	2	4	1	0	0	TRUE	NOT_ATTEMPTED		Extremely good coral scorer on all levels and can score algae in the processor.
Q25	4118	OFFENSE	STATION	NONE	FALSE	FALSE	10	0	2	0	0	4	0	2	0	0	0	2	0	0	0	0	FALSE	PARKED		Didn't move for the first couple parts of the game then when it did move it had trouble scoring. KP
Q25	4118	OFFENSE	NONE	NONE	FALSE	FALSE	0	10	3	0	0	1	0	0	0	0	0	0	1	0	0	0	TRUE	NOT_ATTEMPTED
Q25	6722	OFFENSE	NONE	REEF	TRUE	FALSE	16	0	5	0	0	1	6	1	1	0	0	0	0	0	4	1	FALSE	NOT_ATTEMPTED
Q25	6722	OFFENSE	STATION	REEF	TRUE	FALSE	16	0	3	0	0	1	5	1	0	0	0	0	0	0	4	1	FALSE	NOT_ATTEMPTED
Q25	6722	OFFENSE	NONE	REEF	TRUE	FALSE	18	3	4	0	0	1	6	1	1	0	0	0	0	0	4	1	TRUE	PARKED		Hasini- only scored in barge because a coral got stuck in the robot; but there was a lot of consistency when scoring in the barge
Q25	8841	OFFENSE	STATION	NONE	FALSE	FALSE	52	3	3	0	0	10	0	2	0	0	0	0	8	0	0	0	TRUE	DEEP
Q25	9030	OFFENSE	STATION	GROUND	FALSE	FALSE	8	0	2	0	0	1	2	1	1	0	0	0	0	1	0	0	FALSE	PARKED		James Sanders
Q26	21	OFFENSE	STATION	NONE	FALSE	FALSE	19	3	4	0	0	6	0	2	0	1	0	0	3	0	0	0	TRUE	PARKED		Hasini- Did pretty consistent with scoring on the reef but could've done much better overall
Q26	21	OFFENSE	STATION	NONE	FALSE	FALSE	19	3	3	0	0	6	0	2	0	1	0	0	3	0	0	0	TRUE	PARKED
Q26	5816	OFFENSE	GROUND	NONE	FALSE	FALSE	9	6	2	0	0	7	0	4	0	2	0	0	1	0	0	0	TRUE	PARKED		James Sanders; robot had issues picking up coral
Q26	5842	FEEDER	STATION	REEF	TRUE	FALSE	41	0	4	0	0	8	2	1	0	0	0	2	5	0	2	0	FALSE	NOT_ATTEMPTED		Slow but can score a lot of coral and can score in barge
Q26	7431	DEFENSE	NONE	NONE	FALSE	FALSE	2	0	2	0	12	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED
Q26	7431	DEFENSE	NONE	NONE	FALSE	FALSE	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	PARKED		Remy
Q26	9300	DEFENSE	NONE	NONE	FALSE	FALSE	2	3	4	0	3	1	0	1	0	0	0	0	0	0	0	0	TRUE	PARKED		Xander Jones
Q26	9300	OFFENSE	NONE	NONE	FALSE	FALSE	2	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	TRUE	PARKED
Q26	10335	OFFENSE	STATION	NONE	FALSE	FALSE	14	0	1	0	0	11	0	5	0	6	0	0	0	0	0	0	FALSE	PARKED		Had a lot of trouble scoring algae and could only score on L1. KP
Q27	86	FEEDER	STATION	NONE	TRUE	FALSE	35	17	4	1	0	9	1	2	0	0	0	2	5	0	0	0	TRUE	DEEP		Drops coral often but good robot and auto
Q27	744	OFFENSE	STATION	NONE	FALSE	FALSE	20	0	3	0	0	7	0	1	0	2	2	2	0	0	0	0	FALSE	PARKED		James Sanders
Q27	1557	OFFENSE	NONE	REEF	TRUE	FALSE	38	0	4	0	0	1	6	1	0	0	0	0	0	6	0	0	FALSE	PARKED
Q27	1557	OFFENSE	NONE	BOTH	TRUE	FALSE	38	3	3	0	0	1	6	1	0	0	0	0	0	6	0	0	TRUE	PARKED		Hasini- only scored algae In the processor but they did it consistently
Q27	4091	OFFENSE	STATION	NONE	FALSE	FALSE	2	0	1	0	0	6	0	5	0	1	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Had a whole lot of trouble scoring the entire time and doesn't have an auto. KP
Q27	4562	IMMOBILE	NONE	NONE	FALSE	FALSE	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	PARKED		Remy Key. Technically they did wiggle a bit but basically didn't move.
Q27	10650	OFFENSE	STATION	NONE	FALSE	FALSE	6	6	4	0	5	6	0	2	0	4	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED		Xander Jones
Q27	10650	DEFENSE	NONE	NONE	FALSE	FALSE	2	3	4	0	2	1	0	0	0	1	0	0	0	0	0	0	TRUE	NOT_ATTEMPTED
Q28	3932	FEEDER	STATION	NONE	TRUE	FALSE	15	10	2	0	0	7	0	5	0	0	1	0	1	0	0	0	TRUE	DEEP		Dropped coral almost every single time
Q28	8775	FEEDER	STATION	NONE	FALSE	FALSE	6	0	3	0	0	3	0	0	0	2	0	0	0	0	0	0	FALSE	PARKED
Q28	8775	OFFENSE	STATION	NONE	TRUE	FALSE	6	0	3	0	0	2	1	0	0	2	0	0	0	0	0	0	FALSE	PARKED		Remy
Q28	8791	IMMOBILE	NONE	NONE	FALSE	FALSE	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		James Sanders
Q28	8817	OFFENSE	STATION	BOTH	TRUE	FALSE	13	3	5	0	0	1	2	0	0	0	0	0	1	0	2	0	TRUE	NOT_ATTEMPTED		Xander Jones
Q28	10211	OFFENSE	NONE	NONE	FALSE	FALSE	2	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	TRUE	PARKED
Q28	10211	OFFENSE	NONE	NONE	FALSE	FALSE	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	PARKED		Hasini- left in auto and missed scoring the preloaded coral; and later they didn't do anything other than drive around and park
Q28	10402	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Just rolled around
Q28	10402	OFFENSE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Didn't do anything the entire match. KP
Q29	79	OFFENSE	STATION	BOTH	TRUE	FALSE	11	0	3	0	0	6	1	3	1	0	1	2	0	0	0	0	FALSE	FAILED_DEEP		James Sanders
Q29	2797	OFFENSE	NONE	NONE	FALSE	FALSE	20	3	2	0	0	1	4	1	1	0	0	0	0	3	0	0	TRUE	PARKED
Q29	2797	OFFENSE	NONE	GROUND	FALSE	FALSE	20	3	4	0	0	1	3	1	0	0	0	0	0	3	0	0	TRUE	PARKED		Xander Jones
Q29	5145	OFFENSE	NONE	BOTH	TRUE	FALSE	20	0	3	0	0	1	3	1	0	0	0	0	0	3	0	0	FALSE	PARKED		Remy
Q29	5145	OFFENSE	NONE	GROUND	FALSE	FALSE	20	0	2	0	0	1	4	1	1	0	0	0	0	3	0	0	FALSE	PARKED
Q29	5472	FEEDER	STATION	REEF	TRUE	FALSE	39	14	4	1	0	13	1	0	0	1	4	2	5	0	0	0	TRUE	NOT_ATTEMPTED
Q29	7403	OFFENSE	STATION	NONE	FALSE	FALSE	39	3	3	0	0	8	0	2	0	1	0	0	5	0	0	0	TRUE	DEEP
Q29	7403	OFFENSE	STATION	NONE	FALSE	FALSE	20	10	2	0	0	7	0	2	0	0	0	0	5	0	0	0	TRUE	NOT_ATTEMPTED		Stopped working when there was about 40 seconds left in the match. KP
Q29	10017	IMMOBILE	NONE	NONE	FALSE	FALSE	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q29	10017	OFFENSE	NONE	NONE	FALSE	FALSE	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Rosaleigh- they didn't move the match
Q30	233	OFFENSE	STATION	REEF	TRUE	TRUE	51	0	5	0	0	12	0	0	0	0	2	5	5	0	0	0	FALSE	FAILED_DEEP		Our climb didn't work but we still did AMAZING!!! KP
Q30	233	OFFENSE	STATION	NONE	FALSE	FALSE	57	3	4	0	0	12	0	1	0	0	4	2	5	0	0	0	TRUE	DEEP
Q30	1523	OFFENSE	STATION	REEF	FALSE	FALSE	36	0	5	0	0	5	2	0	0	0	1	1	3	2	0	0	FALSE	PARKED
Q30	1523	OFFENSE	STATION	BOTH	TRUE	FALSE	31	0	3	0	0	6	3	1	1	0	1	1	2	2	0	0	FALSE	PARKED		Remy
Q30	1592	FEEDER	STATION	BOTH	TRUE	FALSE	52	3	4	2	0	4	7	2	0	0	0	0	2	5	0	0	TRUE	DEEP		Can score algae on L4 and grab algae at the same time
Q30	1744	OFFENSE	STATION	NONE	FALSE	FALSE	6	3	3	0	0	2	0	0	0	2	0	0	0	0	0	0	TRUE	PARKED
Q30	1744	OFFENSE	STATION	NONE	FALSE	FALSE	6	3	4	0	0	5	0	3	0	2	0	0	0	0	0	0	TRUE	PARKED		Xander Jones
Q30	4118	OFFENSE	STATION	NONE	TRUE	FALSE	19	0	3	0	0	6	1	1	1	0	0	1	3	0	0	0	FALSE	NOT_ATTEMPTED		Hasini- scored only coral and did it relatively consistently; but did miss a few times
Q30	4118	OFFENSE	STATION	NONE	FALSE	FALSE	17	0	4	0	0	5	1	1	1	1	0	0	3	0	0	0	FALSE	NOT_ATTEMPTED
Q30	8057	DEFENSE	STATION	NONE	FALSE	FALSE	2	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	FALSE	PARKED		James Sanders; robot couldn't decide on attack or defense.
Q30	8057	OFFENSE	STATION	NONE	FALSE	FALSE	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	FALSE	FAILED_DEEP		James Sanders; robot gave up at 2 minutes left and attempted deep cage but failed.
Q31	386	OFFENSE	STATION	NONE	FALSE	FALSE	42	17	5	0	0	13	0	5	0	0	0	0	8	0	0	0	TRUE	DEEP		Kept missing some L4 and ramed one of the robots on its alliance. KP
Q31	386	OFFENSE	STATION	NONE	FALSE	FALSE	44	17	5	0	0	13	0	4	0	1	0	0	8	0	0	0	TRUE	DEEP
Q31	801	OFFENSE	STATION	REEF	TRUE	FALSE	51	10	4	0	0	16	2	1	1	2	6	2	4	1	0	0	TRUE	NOT_ATTEMPTED		James Sanders
Q31	4013	OFFENSE	STATION	REEF	FALSE	FALSE	5	3	3	0	1	5	1	3	1	0	1	0	0	0	0	0	TRUE	PARKED
Q31	4013	OFFENSE	STATION	REEF	TRUE	FALSE	5	3	3	0	0	4	2	2	2	0	1	0	0	0	0	0	TRUE	PARKED		Hasini- they were a little jerky and it took them a while to pick up a single coral
Q31	4024	DEFENSE	NONE	NONE	FALSE	FALSE	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED		Remy
Q31	4024	DEFENSE	NONE	NONE	FALSE	FALSE	2	0	3	0	72	1	0	0	0	1	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q31	6722	OFFENSE	STATION	NONE	FALSE	FALSE	29	0	5	0	0	6	0	0	0	0	1	1	4	0	0	0	FALSE	PARKED
Q31	6722	OFFENSE	STATION	REEF	TRUE	FALSE	37	10	5	0	0	12	2	2	2	2	1	2	5	0	0	0	TRUE	PARKED		Xander Jones
Q31	8753	OFFENSE	NONE	NONE	FALSE	FALSE	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q32	179	OFFENSE	BOTH	NONE	TRUE	FALSE	57	3	5	0	0	14	2	2	1	1	4	4	3	0	0	0	TRUE	DEEP		Remy
Q32	179	OFFENSE	BOTH	NONE	FALSE	FALSE	59	15	5	0	0	16	0	1	0	2	4	4	5	0	0	0	TRUE	DEEP
Q32	180	OFFENSE	GROUND	NONE	TRUE	FALSE	43	17	5	0	0	16	3	3	1	2	3	4	4	0	1	1	TRUE	NOT_ATTEMPTED		Hasini- did really good overall; had good speed and consistency
Q32	180	OFFENSE	GROUND	REEF	TRUE	FALSE	37	10	5	0	0	13	3	2	2	3	3	2	3	0	1	0	TRUE	NOT_ATTEMPTED
Q32	431	DEFENSE	NONE	GROUND	FALSE	FALSE	18	0	3	0	0	1	4	1	1	0	0	0	0	3	0	0	FALSE	NOT_ATTEMPTED		Died or smth midway through
Q32	431	IMMOBILE	STATION	GROUND	FALSE	FALSE	12	0	1	0	0	2	2	2	0	0	0	0	0	2	0	0	FALSE	NOT_ATTEMPTED		James Sanders; they e stopped in the last 40 seconds
Q32	8324	OFFENSE	GROUND	NONE	FALSE	FALSE	25	0	4	0	0	9	0	2	0	1	1	2	2	0	0	0	FALSE	PARKED
Q32	8324	OFFENSE	GROUND	NONE	FALSE	FALSE	25	0	3	0	0	9	0	2	0	1	1	2	2	0	0	0	FALSE	PARKED		Had trouble scoring coral. KP
Q32	9030	OFFENSE	STATION	BOTH	FALSE	FALSE	8	3	4	0	0	1	1	1	0	0	0	0	0	1	0	0	TRUE	PARKED		Xander Jones
Q32	9030	DEFENSE	NONE	NONE	FALSE	FALSE	8	0	2	0	0	1	1	1	0	0	0	0	0	1	0	0	FALSE	PARKED
Q33	1902	OFFENSE	GROUND	BOTH	TRUE	FALSE	52	0	5	0	1	16	0	1	0	1	5	5	3	0	0	0	FALSE	FAILED_DEEP
Q33	2152	OFFENSE	STATION	NONE	FALSE	FALSE	5	0	2	0	0	6	0	4	0	1	1	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q33	2152	OFFENSE	STATION	NONE	FALSE	FALSE	5	0	2	0	0	8	0	6	0	0	1	0	0	0	0	0	FALSE	PARKED		Had a lot of trouble scoring coral they kept missing and their coral would get stuck in the middle of their intake. KP
Q33	3627	OFFENSE	STATION	BOTH	TRUE	FALSE	22	3	5	0	0	6	4	2	2	3	0	1	0	2	0	0	TRUE	NOT_ATTEMPTED		Xander Jones
Q33	8841	OFFENSE	STATION	NONE	FALSE	FALSE	48	0	3	0	0	10	0	1	0	3	0	0	6	0	0	0	FALSE	DEEP		James Sanders
Q33	9670	FEEDER	STATION	NONE	FALSE	FALSE	3	0	2	0	0	3	0	1	0	0	1	0	0	0	0	0	FALSE	NOT_ATTEMPTED
Q33	9670	OFFENSE	STATION	NONE	TRUE	FALSE	5	3	2	0	0	3	2	1	1	1	1	0	0	0	0	0	TRUE	NOT_ATTEMPTED		Remy
Q33	10323	OFFENSE	NONE	GROUND	FALSE	TRUE	42	3	4	0	0	1	7	1	0	0	0	0	0	7	0	0	TRUE	FAILED_DEEP		Hasini- did good with scoring algae in the processor; was hanging in endgame but randomly fell in last few seconds so something may have broken
Q34	59	OFFENSE	BOTH	BOTH	TRUE	TRUE	46	0	3	0	0	10	0	2	0	2	0	0	6	0	0	0	FALSE	DEEP		No auto; lots of robot issues; DNP
Q34	86	OFFENSE	STATION	NONE	FALSE	FALSE	35	3	5	0	0	9	0	2	0	2	2	2	1	0	0	0	TRUE	DEEP		Xander Jones
Q34	2797	OFFENSE	STATION	BOTH	TRUE	FALSE	12	0	2	0	0	2	3	1	1	0	0	0	0	2	0	0	FALSE	NOT_ATTEMPTED		James Sanders; robot had issues intaking coral.
Q34	3932	OFFENSE	STATION	NONE	FALSE	FALSE	14	10	3	0	0	11	0	7	0	0	0	3	1	0	0	0	TRUE	PARKED		Hasini- can score on the reef kind of consistently; when trying to score on l4 they usually missed
Q34	3932	OFFENSE	STATION	NONE	FALSE	FALSE	24	0	3	0	0	4	0	1	0	0	0	3	0	0	0	0	FALSE	DEEP
